original_index,discussion_link,comment,removed,merged,method_signature,filename,link commit after,comment_ok,comment_found,change_ok,how to exclude,notes,commented_line,commented_file
214,,"printing an error message as an info log would not be appropriate. better using log.error()....
",before = after,False,connectAndLogin,modules/samples/virtual_firealarm/src/org.wso2.carbon.device.mgt.iot.sample.virtual.firealarm.service.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/virtual/firealarm/service/impl/util/xmpp/XMPPClient.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,yes,,no,contributor's answer shows change cannot be performed,,109,modules/samples/virtual_firealarm/src/org.wso2.carbon.device.mgt.iot.sample.virtual.firealarm.service.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/virtual/firealarm/service/impl/util/xmpp/XMPPClient.java
215,,"fix formatting issues. remove unnecessary addition of new lines.
",before = after,False,setMessageFilterAndListener,modules/samples/virtual_firealarm/src/org.wso2.carbon.device.mgt.iot.sample.virtual.firealarm.service.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/virtual/firealarm/service/impl/util/xmpp/XMPPClient.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,yes,,no,contributor's answer shows change cannot be performed,,144,modules/samples/virtual_firealarm/src/org.wso2.carbon.device.mgt.iot.sample.virtual.firealarm.service.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/virtual/firealarm/service/impl/util/xmpp/XMPPClient.java
216,,"what is the rational behind having two similar methods here to do the same? only difference is having or not having a subject...
","before = after, method befor not found",False,-,modules/samples/virtual_firealarm/src/org.wso2.carbon.device.mgt.iot.sample.virtual.firealarm.service.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/virtual/firealarm/service/impl/util/xmpp/XMPPClient.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,yes,,no,contributor's answer shows why change is not needed,,177,modules/samples/virtual_firealarm/src/org.wso2.carbon.device.mgt.iot.sample.virtual.firealarm.service.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/virtual/firealarm/service/impl/util/xmpp/XMPPClient.java
234,,"Yes it is the difference.
","before = after, method befor not found, contributor's comment",False,-,modules/samples/virtual_firealarm/src/org.wso2.carbon.device.mgt.iot.sample.virtual.firealarm.service.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/virtual/firealarm/service/impl/util/xmpp/XMPPClient.java,https://github.com/wso2/product-iots/commit/7f83f1361d7c8fe22232e8bb0757197cc896f568,no,,,contributor's answer,,177,modules/samples/virtual_firealarm/src/org.wso2.carbon.device.mgt.iot.sample.virtual.firealarm.service.impl/src/main/java/org/wso2/carbon/device/mgt/iot/sample/virtual/firealarm/service/impl/util/xmpp/XMPPClient.java
235,https://github.com/bonitasoft/bonita-web/pull/251,"Do we have somewhere to put all changes we need to think about when updating the documentation?
","before = after, method befor not found, Irrelevant comment",True,-,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,no,,,,,45,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
239,,"I suggest you create a Jira for that
","before = after, method befor not found, contributor's comment",True,-,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,no,,,,related to comment at line 237,45,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
242,,"done
","before = after, method befor not found, Irrelevant comment",True,-,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,no,,,,related to comment at line 237,45,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
243,,"https://bonitasoft.atlassian.net/browse/BS-15228
","before = after, method befor not found, contributor's comment",True,-,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,no,,,,related to comment at line 237,45,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
247,,"done
","Irrelevant comment, contributor's comment",True,loadLocale,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,no,,,,related to comment at line 237 (duplicate of 244?),45,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
236,,"this will not support the fact that we only add new language or modify only some file, can't we make files from the custom directory complete/overwrite the files from classpath?
",-,True,loadLocale,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,,no,,,,76,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
237,,"my bad the addition of new language will work, only the customization of existing language will completely replace the original one
It means you can't overwrite only some file of a target language. Is that what we want? 
",-,True,loadLocale,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,,no,,,,76,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
240,,"Not sure, but this is a good question. Can you ask Anthony about that?
",contributor's comment,True,loadLocale,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,,no,,,,76,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
245,,"seen with anthony, it would be better to overwrite keys in classpath be keys in custom dir, this code is not working like this. can you find if it is possible?
",-,True,loadLocale,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,,no,,,,76,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
246,,"Ok, I'll change the PR to support override of some keys only
",contributor's comment,True,loadLocale,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,,no,,,,76,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
238,,"nothing to do with this PR but this looks weird, doesn't it?
",before = after,True,getText,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,,no,,,,158,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
241,,"I added tests for better coverage, and to make sure my changes did not break the behaviour
","before = after, Irrelevant comment, contributor's comment",True,getText,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,,no,,,,158,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
244,,"ok
","before = after, Irrelevant comment",True,getText,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java,https://github.com/bonitasoft/bonita-web/commit/06193ea84224b079bcb0df3b0d1e32e92fb4b438,,no,,,,158,server/src/main/java/org/bonitasoft/console/common/server/i18n/I18n.java
248,https://github.com/google/j2objc/pull/1011,"No need, see below.",-,True,parse,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,refers to comment at line 252,79,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
249,,"Revert, see below.","method after not found, method after empty",True,getJavacOptions,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,"- refers to comment at line 252
- only method arguments changed",130,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
250,,"Add ""String explicitProcessors = options.getProcessors();""","method after not found, method after empty",True,getJavacOptions,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,,149,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
251,,Revert.,-,True,parseFiles,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,,167,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
252,,Revert.,-,True,createEnvironment,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,,167,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
254,,Revert.,"method after not found, method after empty",True,createEnvironment,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,,167,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
256,,Revert.,-,True,processAnnotations,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,,167,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
253,,"Revert, processors are now picked up by getJavacOptions().","method after not found, method after empty",True,createEnvironment,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,only method arguments changed,201,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
255,,"Revert. Most annotation processing jars define a ServiceLoader entry in their manifest files, which is why this issue wasn't caught sooner. This test therefore needs to remain, and support for your use case is handled in getJavacOptions().",-,True,processAnnotations,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,no,"- modified code has same semantics as before
- contributor's answer (see line 260) shows why change is not needed",,247,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
258,,"@tomball - We have two types of processors here:
1) ServiceLoader processors (captured by serviceIterator.hasNext())
2) -processor processors

If we don't check for options.getProcessors() here and there are no service processors present, we'd never run the preprocessing step, even if we specify the -processor flag. This is why I'm currently checking both here and running pre-processing if either is present (which tests corroborate).

There is a slight change to the way j2objc currently operate, as the -processor flag is currently ignored and will now override any ServiceLoader processor, due to the interface defined by javac (and also documented in the j2objc -help documentation of the -processor flag)","Irrelevant comment, contributor's comment",True,processAnnotations,-,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,no,,,contributor's answer,,247,translator/src/main/java/com/google/devtools/j2objc/javac/JavacParser.java
257,,"Nit: ""Overridden""",-,True,testSpecifiedAnnotationProcessingBypass,translator/src/test/java/com/google/devtools/j2objc/J2ObjCTest.java,https://github.com/google/j2objc/commit/a87bbf0d293fb40ef1f0d052fa177f977f67d091,yes,,yes,,,286,translator/src/test/java/com/google/devtools/j2objc/J2ObjCTest.java
259,https://github.com/BoltsFramework/Bolts-Android/pull/53,"extra newline
","before = after, method befor not found, contributor's comment",False,-,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,yes,,,613,Bolts/src/bolts/Task.java
261,,"Extra newline
","before = after, method befor not found, contributor's comment",False,-,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,416,Bolts/src/bolts/Task.java
262,,"Use 3-arg call with IMMEDIATE_EXECUTOR  to avoid cast 
",contributor's comment,False,call,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,240,Bolts/src/bolts/Task.java
263,,"Use 3-arg call with `IMMEDIATE_EXECUTOR` to lessen call depth
",-,False,callInBackground,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,188,Bolts/src/bolts/Task.java
267,,"You mean `BACKGROUND_EXECUTOR`?
",contributor's comment,False,callInBackground,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,188,Bolts/src/bolts/Task.java
264,,"line 369: use 4 param
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,yes,,,373,Bolts/src/bolts/Task.java
265,,"Use 3 param
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,yes,,,571,Bolts/src/bolts/Task.java
281,,"line looks a bit long
",before = after,False,call,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,211,Bolts/src/bolts/Task.java
282,,"line might be over 100 chars
","method after not found, method after empty",False,onSuccess,Bolts/src/bolts/Task.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,574,Bolts/src/bolts/Task.java
260,,"Move out of synchronized block
",contributor's comment,False,testBackgroundCallTokenCancellation,BoltsTest/src/bolts/TaskTest.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,198,BoltsTest/src/bolts/TaskTest.java
266,,"let's verify that continuation block wasn't called
",-,False,testSynchronousContinuationTokenAlreadyCancelled,BoltsTest/src/bolts/TaskTest.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,yes,,,136,BoltsTest/src/bolts/TaskTest.java
268,,"`{@link CancellationTokenSource}`

`{@link CancellationTokenSource#getToken()}`

`{@link CancellationTokenSource#cancel()}`
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationToken.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,no,,,24,Bolts/src/bolts/CancellationToken.java
269,,"``` java
/* package */
```
",before = after,False,CancellationToken,Bolts/src/bolts/CancellationToken.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,30,Bolts/src/bolts/CancellationToken.java
271,,"``` java
/* package */
```
",before = after,False,tryCancel,Bolts/src/bolts/CancellationToken.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,30,Bolts/src/bolts/CancellationToken.java
270,,"``` java
/**
 * @throws CancellationException if this token has had cancellation requested. 
 * May be used to stop execution of a thread or runnable.
 */
```
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationToken.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,yes,,only javadoc changed,47,Bolts/src/bolts/CancellationToken.java
273,,"```
{@link CancellationTokenSource#getToken()}
```
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationToken.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,yes,,,19,Bolts/src/bolts/CancellationToken.java
274,,"```
@see CancellationTokenSource
@see CancellationTokenSource#getToken()
@see CancellationTokenSource#cancel()
```
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationToken.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,yes,,only javadoc changed,29,Bolts/src/bolts/CancellationToken.java
275,,"space after `/*package */`
","before = after, comment to comment",False,CancellationToken,Bolts/src/bolts/CancellationToken.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,36,Bolts/src/bolts/CancellationToken.java
276,,"space after `/*package */`
","before = after, comment to comment",False,tryCancel,Bolts/src/bolts/CancellationToken.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,36,Bolts/src/bolts/CancellationToken.java
272,,"`{@link CancellationToken}`

`{@link #getToken()}`
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationTokenSource.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,no,,,18,Bolts/src/bolts/CancellationTokenSource.java
277,,"```
{@link CancellationToken}
```
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationTokenSource.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,yes,,yes,,only javadoc changed,15,Bolts/src/bolts/CancellationTokenSource.java
278,,"```
{@link CancellationToken}
```
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationTokenSource.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,15,Bolts/src/bolts/CancellationTokenSource.java
279,,"```
{@link #getToken()}
```
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationTokenSource.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,17,Bolts/src/bolts/CancellationTokenSource.java
280,,"```
@see CancellationToken
@see #getToken()
```
","before = after, comment to comment, method befor not found",False,-,Bolts/src/bolts/CancellationTokenSource.java,https://github.com/BoltsFramework/Bolts-Android/commit/7e19d5fbb7eb789aeece96a34058591ffc97a9cf,,no,,,,21,Bolts/src/bolts/CancellationTokenSource.java
283,https://github.com/OSGP/Protocol-Adapter-OSLP/pull/36,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,GetPowerUsageHistoryDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
285,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetConfigurationDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
286,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetTransitionDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
287,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,GetStatusDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
288,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,GetStatusDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
291,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetConfigurationDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
296,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetEventNotificationsDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
301,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetLightDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
302,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetLightDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
303,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,GetPowerUsageHistoryDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
304,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetTransitionDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
307,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,ResumeScheduleDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
